pref,city,sex,count
茨城県,高萩市,女,13775
茨城県,北茨城市,計,41968
茨城県,北茨城市,男,21023
茨城県,北茨城市,女,20945
茨城県,笠間市,計,74367
茨城県,笠間市,男,36637
茨城県,笠間市,女,37730
茨城県,取手市,計,105967
茨城県,取手市,男,52288
茨城県,取手市,女,53679
茨城県,牛久市,計,84497
茨城県,牛久市,男,41693
茨城県,牛久市,女,42804
茨城県,つくば市,計,246541
茨城県,つくば市,男,125589
茨城県,つくば市,女,120952
茨城県,ひたちなか市,計,157140
茨城県,ひたちなか市,男,79134
茨城県,ひたちなか市,女,78006
茨城県,鹿嶋市,計,67031
茨城県,鹿嶋市,男,34412
茨城県,鹿嶋市,女,32619
茨城県,潮来市,計,27279
茨城県,潮来市,男,13572
茨城県,潮来市,女,13707
茨城県,守谷市,計,69966
茨城県,守谷市,男,35089
茨城県,守谷市,女,34877
茨城県,常陸大宮市,計,40016
茨城県,常陸大宮市,男,19933
茨城県,常陸大宮市,女,20083
茨城県,那珂市,計,54279
茨城県,那珂市,男,26672
茨城県,那珂市,女,27607
茨城県,筑西市,計,102235
茨城県,筑西市,男,50953
茨城県,筑西市,女,51282
茨城県,坂東市,計,52928
茨城県,坂東市,男,27209
茨城県,坂東市,女,25719
茨城県,稲敷市,計,39111
茨城県,稲敷市,男,19731
茨城県,稲敷市,女,19380
茨城県,かすみがうら市,計,40737
茨城県,かすみがうら市,男,20796
茨城県,かすみがうら市,女,19941
茨城県,桜川市,計,39845
茨城県,桜川市,男,19852
茨城県,桜川市,女,19993
茨城県,神栖市,計,95073
茨城県,神栖市,男,49022
茨城県,神栖市,女,46051
茨城県,行方市,計,32956
茨城県,行方市,男,16493
茨城県,行方市,女,16463
茨城県,鉾田市,計,47287
茨城県,鉾田市,男,24278
茨城県,鉾田市,女,23009
茨城県,つくばみらい市,計,52469
茨城県,つくばみらい市,男,26353
茨城県,つくばみらい市,女,26116
茨城県,小美玉市,計,49445
茨城県,小美玉市,男,24964
茨城県,小美玉市,女,24481
茨城県,東茨城郡,計,66230
茨城県,東茨城郡,男,33029
茨城県,東茨城郡,女,33201
茨城県,東茨城郡茨城町,計,31518
茨城県,東茨城郡茨城町,男,15761
茨城県,東茨城郡茨城町,女,15757
茨城県,東茨城郡大洗町,計,16094
茨城県,東茨城郡大洗町,男,8003
茨城県,東茨城郡大洗町,女,8091
茨城県,東茨城郡城里町,計,18618
茨城県,東茨城郡城里町,男,9265
茨城県,東茨城郡城里町,女,9353
茨城県,那珂郡,計,38328
茨城県,那珂郡,男,19389
茨城県,那珂郡,女,18939
茨城県,那珂郡東海村,計,38328
茨城県,那珂郡東海村,男,19389
茨城県,那珂郡東海村,女,18939
茨城県,久慈郡,計,15833
茨城県,久慈郡,男,7852
茨城県,久慈郡,女,7981
茨城県,久慈郡大子町,計,15833
茨城県,久慈郡大子町,男,7852
茨城県,久慈郡大子町,女,7981
茨城県,稲敷郡,計,71508
茨城県,稲敷郡,男,35942
茨城県,稲敷郡,女,35566
茨城県,稲敷郡美浦村,計,14745
茨城県,稲敷郡美浦村,男,7622
茨城県,稲敷郡美浦村,女,7123
茨城県,稲敷郡阿見町,計,48395
茨城県,稲敷郡阿見町,男,24185
茨城県,稲敷郡阿見町,女,24210
茨城県,稲敷郡河内町,計,8368
茨城県,稲敷郡河内町,男,4135
茨城県,稲敷郡河内町,女,4233
茨城県,結城郡,計,21281
茨城県,結城郡,男,11123
茨城県,結城郡,女,10158
茨城県,結城郡八千代町,計,21281
茨城県,結城郡八千代町,男,11123
茨城県,結城郡八千代町,女,10158
茨城県,猿島郡,計,33184
茨城県,猿島郡,男,17014
茨城県,猿島郡,女,16170
茨城県,猿島郡五霞町,計,8257
茨城県,猿島郡五霞町,男,4213
茨城県,猿島郡五霞町,女,4044
茨城県,猿島郡境町,計,24927
茨城県,猿島郡境町,男,12801
茨城県,猿島郡境町,女,12126
茨城県,北相馬郡,計,15556
茨城県,北相馬郡,男,7663
茨城県,北相馬郡,女,7893
茨城県,北相馬郡利根町,計,15556
茨城県,北相馬郡利根町,男,7663
茨城県,北相馬郡利根町,女,7893
栃木県,-,計,1942494
栃木県,-,男,971696
栃木県,-,女,970798
栃木県,宇都宮市,計,519136
栃木県,宇都宮市,男,259788
栃木県,宇都宮市,女,259348
栃木県,足利市,計,144055
栃木県,足利市,男,71072
栃木県,足利市,女,72983
栃木県,栃木市,計,156930
栃木県,栃木市,男,78472
栃木県,栃木市,女,78458
栃木県,佐野市,計,116239
栃木県,佐野市,男,57760
栃木県,佐野市,女,58479
栃木県,鹿沼市,計,95587
栃木県,鹿沼市,男,47534
栃木県,鹿沼市,女,48053
栃木県,日光市,計,78784
栃木県,日光市,男,38527
栃木県,日光市,女,40257
栃木県,小山市,計,167652
栃木県,小山市,男,85246
栃木県,小山市,女,82406
栃木県,真岡市,計,79634
栃木県,真岡市,男,40309
栃木県,真岡市,女,39325
栃木県,大田原市,計,70194
栃木県,大田原市,男,34895
栃木県,大田原市,女,35299
栃木県,矢板市,計,31373
栃木県,矢板市,男,15599
栃木県,矢板市,女,15774
栃木県,那須塩原市,計,117005
栃木県,那須塩原市,男,58415
栃木県,那須塩原市,女,58590
栃木県,さくら市,計,44006
栃木県,さくら市,男,22163
栃木県,さくら市,女,21843
栃木県,那須烏山市,計,25130
栃木県,那須烏山市,男,12583
栃木県,那須烏山市,女,12547
栃木県,下野市,計,60202
栃木県,下野市,男,29921
栃木県,下野市,女,30281
栃木県,河内郡,計,31177
栃木県,河内郡,男,15963
栃木県,河内郡,女,15214
栃木県,河内郡上三川町,計,31177
栃木県,河内郡上三川町,男,15963
栃木県,河内郡上三川町,女,15214
栃木県,芳賀郡,計,61523
栃木県,芳賀郡,男,30960
栃木県,芳賀郡,女,30563
栃木県,芳賀郡益子町,計,22196
栃木県,芳賀郡益子町,男,11093
栃木県,芳賀郡益子町,女,11103
栃木県,芳賀郡茂木町,計,12178
栃木県,芳賀郡茂木町,男,6052
栃木県,芳賀郡茂木町,女,6126
栃木県,芳賀郡市貝町,計,11498
栃木県,芳賀郡市貝町,男,5890
栃木県,芳賀郡市貝町,女,5608
栃木県,芳賀郡芳賀町,計,15651
栃木県,芳賀郡芳賀町,男,7925
栃木県,芳賀郡芳賀町,女,7726
栃木県,下都賀郡,計,64136
栃木県,下都賀郡,男,31900
栃木県,下都賀郡,女,32236
栃木県,下都賀郡壬生町,計,38831
栃木県,下都賀郡壬生町,男,19252
栃木県,下都賀郡壬生町,女,19579
栃木県,下都賀郡野木町,計,25305
栃木県,下都賀郡野木町,男,12648
栃木県,下都賀郡野木町,女,12657
栃木県,塩谷郡,計,39907
栃木県,塩谷郡,男,20651
栃木県,塩谷郡,女,19256
栃木県,塩谷郡塩谷町,計,10557
栃木県,塩谷郡塩谷町,男,5264
栃木県,塩谷郡塩谷町,女,5293
栃木県,塩谷郡高根沢町,計,29350
栃木県,塩谷郡高根沢町,男,15387
栃木県,塩谷郡高根沢町,女,13963
栃木県,那須郡,計,39824
栃木県,那須郡,男,19938
栃木県,那須郡,女,19886
栃木県,那須郡那須町,計,24538
栃木県,那須郡那須町,男,12209
栃木県,那須郡那須町,女,12329
栃木県,那須郡那珂川町,計,15286
栃木県,那須郡那珂川町,男,7729
栃木県,那須郡那珂川町,女,7557
群馬県,-,計,1943667
群馬県,-,男,963793
群馬県,-,女,979874
群馬県,前橋市,計,333263
群馬県,前橋市,男,163149
群馬県,前橋市,女,170114
群馬県,高崎市,計,370806
群馬県,高崎市,男,182128
群馬県,高崎市,女,188678
群馬県,桐生市,計,106379
群馬県,桐生市,男,51283
群馬県,桐生市,女,55096
群馬県,伊勢崎市,計,212536
群馬県,伊勢崎市,男,106944
群馬県,伊勢崎市,女,105592
群馬県,太田市,計,223022
群馬県,太田市,男,113865
群馬県,太田市,女,109157
群馬県,沼田市,計,46009
群馬県,沼田市,男,22426
群馬県,沼田市,女,23583
群馬県,館林市,計,74940
群馬県,館林市,男,37648
群馬県,館林市,女,37292
群馬県,渋川市,計,74856
群馬県,渋川市,男,36629
群馬県,渋川市,女,38227
群馬県,藤岡市,計,63564
群馬県,藤岡市,男,31164
群馬県,藤岡市,女,32400
群馬県,富岡市,計,47021
群馬県,富岡市,男,23277
群馬県,富岡市,女,23744
群馬県,安中市,計,56078
群馬県,安中市,男,27597
群馬県,安中市,女,28481
群馬県,みどり市,計,49768
群馬県,みどり市,男,24709
群馬県,みどり市,女,25059
群馬県,北群馬郡,計,36688
群馬県,北群馬郡,男,18291
群馬県,北群馬郡,女,18397
群馬県,北群馬郡榛東村,計,14577
群馬県,北群馬郡榛東村,男,7427
群馬県,北群馬郡榛東村,女,7150
群馬県,北群馬郡吉岡町,計,22111
群馬県,北群馬郡吉岡町,男,10864
群馬県,北群馬郡吉岡町,女,11247
群馬県,多野郡,計,2837
群馬県,多野郡,男,1395
群馬県,多野郡,女,1442
群馬県,多野郡上野村,計,1138
群馬県,多野郡上野村,男,582
群馬県,多野郡上野村,女,556
群馬県,多野郡神流町,計,1699
群馬県,多野郡神流町,男,813
群馬県,多野郡神流町,女,886
群馬県,甘楽郡,計,21185
群馬県,甘楽郡,男,10433
群馬県,甘楽郡,女,10752
群馬県,甘楽郡下仁田町,計,6782
群馬県,甘楽郡下仁田町,男,3337
群馬県,甘楽郡下仁田町,女,3445
群馬県,甘楽郡南牧村,計,1636
群馬県,甘楽郡南牧村,男,771
群馬県,甘楽郡南牧村,女,865
群馬県,甘楽郡甘楽町,計,12767
群馬県,甘楽郡甘楽町,男,6325
群馬県,甘楽郡甘楽町,女,6442
群馬県,吾妻郡,計,52501
群馬県,吾妻郡,男,26037
群馬県,吾妻郡,女,26464
群馬県,吾妻郡中之条町,計,15222
群馬県,吾妻郡中之条町,男,7439
群馬県,吾妻郡中之条町,女,7783
群馬県,吾妻郡長野原町,計,5383
群馬県,吾妻郡長野原町,男,2688
群馬県,吾妻郡長野原町,女,2695
群馬県,吾妻郡嬬恋村,計,9287
群馬県,吾妻郡嬬恋村,男,4704
群馬県,吾妻郡嬬恋村,女,4583
群馬県,吾妻郡草津町,計,6152
群馬県,吾妻郡草津町,男,3080
群馬県,吾妻郡草津町,女,3072
群馬県,吾妻郡高山村,計,3501
群馬県,吾妻郡高山村,男,1739
群馬県,吾妻郡高山村,女,1762
群馬県,吾妻郡東吾妻町,計,12956
群馬県,吾妻郡東吾妻町,男,6387
群馬県,吾妻郡東吾妻町,女,6569
群馬県,利根郡,計,32340
群馬県,利根郡,男,15890
群馬県,利根郡,女,16450
群馬県,利根郡片品村,計,4185
群馬県,利根郡片品村,男,2059
群馬県,利根郡片品村,女,2126
群馬県,利根郡川場村,計,3181
群馬県,利根郡川場村,男,1529
群馬県,利根郡川場村,女,1652
群馬県,利根郡昭和村,計,7033
群馬県,利根郡昭和村,男,3546
群馬県,利根郡昭和村,女,3487
群馬県,利根郡みなかみ町,計,17941
群馬県,利根郡みなかみ町,男,8756
群馬県,利根郡みなかみ町,女,9185
群馬県,佐波郡,計,36099
群馬県,佐波郡,男,17920
群馬県,佐波郡,女,18179
群馬県,佐波郡玉村町,計,36099
群馬県,佐波郡玉村町,男,17920
群馬県,佐波郡玉村町,女,18179
群馬県,邑楽郡,計,103775
群馬県,邑楽郡,男,53008
群馬県,邑楽郡,女,50767
群馬県,邑楽郡板倉町,計,14064
群馬県,邑楽郡板倉町,男,7038
群馬県,邑楽郡板倉町,女,7026
群馬県,邑楽郡明和町,計,10953
群馬県,邑楽郡明和町,男,5522
群馬県,邑楽郡明和町,女,5431
群馬県,邑楽郡千代田町,計,11096
群馬県,邑楽郡千代田町,男,5637
群馬県,邑楽郡千代田町,女,5459
群馬県,邑楽郡大泉町,計,41658
群馬県,邑楽郡大泉町,男,21670
群馬県,邑楽郡大泉町,女,19988
群馬県,邑楽郡邑楽町,計,26004
群馬県,邑楽郡邑楽町,男,13141
群馬県,邑楽郡邑楽町,女,12863
埼玉県,-,計,7385848
埼玉県,-,男,3688311
埼玉県,-,女,3697537
埼玉県,さいたま市,計,1332226
埼玉県,さいたま市,男,661105
埼玉県,さいたま市,女,671121
埼玉県,さいたま市西区,計,94154
埼玉県,さいたま市西区,男,46580
埼玉県,さいたま市西区,女,47574
埼玉県,さいたま市北区,計,149530
埼玉県,さいたま市北区,男,74252
埼玉県,さいたま市北区,女,75278
埼玉県,さいたま市大宮区,計,121305
埼玉県,さいたま市大宮区,男,60194
埼玉県,さいたま市大宮区,女,61111
埼玉県,さいたま市見沼区,計,164808
埼玉県,さいたま市見沼区,男,81491
埼玉県,さいたま市見沼区,女,83317
埼玉県,さいたま市中央区,計,102653
埼玉県,さいたま市中央区,男,50695
埼玉県,さいたま市中央区,女,51958
埼玉県,さいたま市桜区,計,95876
埼玉県,さいたま市桜区,男,48620
埼玉県,さいたま市桜区,女,47256
埼玉県,さいたま市浦和区,計,167699
埼玉県,さいたま市浦和区,男,81372
埼玉県,さいたま市浦和区,女,86327
埼玉県,さいたま市南区,計,192253
埼玉県,さいたま市南区,男,96284
埼玉県,さいたま市南区,女,95969
埼玉県,さいたま市緑区,計,131324
埼玉県,さいたま市緑区,男,64895
埼玉県,さいたま市緑区,女,66429
埼玉県,さいたま市岩槻区,計,112624
埼玉県,さいたま市岩槻区,男,56722
埼玉県,さいたま市岩槻区,女,55902
埼玉県,川越市,計,353235
埼玉県,川越市,男,176418
埼玉県,川越市,女,176817
埼玉県,熊谷市,計,193820
埼玉県,熊谷市,男,96920
埼玉県,熊谷市,女,96900
埼玉県,川口市,計,605545
埼玉県,川口市,男,306553
埼玉県,川口市,女,298992
埼玉県,行田市,計,79324
埼玉県,行田市,男,39273
埼玉県,行田市,女,40051
埼玉県,秩父市,計,60314
埼玉県,秩父市,男,29467
埼玉県,秩父市,女,30847
埼玉県,所沢市,計,343637
埼玉県,所沢市,男,169877
埼玉県,所沢市,女,173760
埼玉県,飯能市,計,78630
埼玉県,飯能市,男,39329
埼玉県,飯能市,女,39301
埼玉県,加須市,計,112235
埼玉県,加須市,男,56485
埼玉県,加須市,女,55750
埼玉県,本庄市,計,77720
埼玉県,本庄市,男,38797
埼玉県,本庄市,女,38923
埼玉県,東松山市,計,90385
埼玉県,東松山市,男,45448
埼玉県,東松山市,女,44937
埼玉県,春日部市,計,232864
埼玉県,春日部市,男,115550
埼玉県,春日部市,女,117314
埼玉県,狭山市,計,149692
埼玉県,狭山市,男,74922
埼玉県,狭山市,女,74770
埼玉県,羽生市,計,54051
埼玉県,羽生市,男,27181
埼玉県,羽生市,女,26870
埼玉県,鴻巣市,計,117660
埼玉県,鴻巣市,男,58231
埼玉県,鴻巣市,女,59429
埼玉県,深谷市,計,142383
埼玉県,深谷市,男,71158
埼玉県,深谷市,女,71225
埼玉県,上尾市,計,230507
埼玉県,上尾市,男,114182
埼玉県,上尾市,女,116325
埼玉県,草加市,計,250824
埼玉県,草加市,男,126660
埼玉県,草加市,女,124164
埼玉県,越谷市,計,345047
埼玉県,越谷市,男,171170
埼玉県,越谷市,女,173877
埼玉県,蕨市,計,75391
埼玉県,蕨市,男,38153
埼玉県,蕨市,女,37238
埼玉県,戸田市,計,141324
埼玉県,戸田市,男,72073
埼玉県,戸田市,女,69251
埼玉県,入間市,計,146309
埼玉県,入間市,男,72320
埼玉県,入間市,女,73989
埼玉県,朝霞市,計,143585
埼玉県,朝霞市,男,72313
埼玉県,朝霞市,女,71272
埼玉県,志木市,計,76595
埼玉県,志木市,男,37901
埼玉県,志木市,女,38694
埼玉県,和光市,計,83746
埼玉県,和光市,男,42944
埼玉県,和光市,女,40802
埼玉県,新座市,計,166108
埼玉県,新座市,男,82636
埼玉県,新座市,女,83472
埼玉県,桶川市,計,74822
埼玉県,桶川市,男,37026
埼玉県,桶川市,女,37796
埼玉県,久喜市,計,151669
埼玉県,久喜市,男,75554
埼玉県,久喜市,女,76115
埼玉県,北本市,計,65817
埼玉県,北本市,男,32601
埼玉県,北本市,女,33216
埼玉県,八潮市,計,92192
埼玉県,八潮市,男,47854
埼玉県,八潮市,女,44338
埼玉県,富士見市,計,112420
埼玉県,富士見市,男,55276
埼玉県,富士見市,女,57144
埼玉県,三郷市,計,143046
埼玉県,三郷市,男,72334
埼玉県,三郷市,女,70712
埼玉県,蓮田市,計,61563
埼玉県,蓮田市,男,30555
埼玉県,蓮田市,女,31008
埼玉県,坂戸市,計,99992
埼玉県,坂戸市,男,49875
埼玉県,坂戸市,女,50117
埼玉県,幸手市,計,49721
埼玉県,幸手市,男,24995
埼玉県,幸手市,女,24726
埼玉県,鶴ヶ島市,計,70069
埼玉県,鶴ヶ島市,男,34677
埼玉県,鶴ヶ島市,女,35392
埼玉県,日高市,計,54852
埼玉県,日高市,男,27258
埼玉県,日高市,女,27594
埼玉県,吉川市,計,73182
埼玉県,吉川市,男,36545
埼玉県,吉川市,女,36637
埼玉県,ふじみ野市,計,114279
埼玉県,ふじみ野市,男,56587
埼玉県,ふじみ野市,女,57692
埼玉県,白岡市,計,52705
埼玉県,白岡市,男,26176
埼玉県,白岡市,女,26529
埼玉県,北足立郡,計,45030
埼玉県,北足立郡,男,22819
埼玉県,北足立郡,女,22211
埼玉県,北足立郡伊奈町,計,45030
埼玉県,北足立郡伊奈町,男,22819
埼玉県,北足立郡伊奈町,女,22211
埼玉県,入間郡,計,82090
埼玉県,入間郡,男,40843
埼玉県,入間郡,女,41247
埼玉県,入間郡三芳町,計,37942
埼玉県,入間郡三芳町,男,18893
埼玉県,入間郡三芳町,女,19049
埼玉県,入間郡毛呂山町,計,32900
埼玉県,入間郡毛呂山町,男,16340
埼玉県,入間郡毛呂山町,女,16560
埼玉県,入間郡越生町,計,11248
埼玉県,入間郡越生町,男,5610
埼玉県,入間郡越生町,女,5638
埼玉県,比企郡,計,127730
埼玉県,比企郡,男,64284
埼玉県,比企郡,女,63446
埼玉県,比企郡滑川町,計,19670
埼玉県,比企郡滑川町,男,10039
埼玉県,比企郡滑川町,女,9631
埼玉県,比企郡嵐山町,計,17630
埼玉県,比企郡嵐山町,男,8793
埼玉県,比企郡嵐山町,女,8837
埼玉県,比企郡小川町,計,28647
埼玉県,比企郡小川町,男,14281
埼玉県,比企郡小川町,女,14366
埼玉県,比企郡川島町,計,19345
埼玉県,比企郡川島町,男,9895
埼玉県,比企郡川島町,女,9450
埼玉県,比企郡吉見町,計,18390
埼玉県,比企郡吉見町,男,9285
埼玉県,比企郡吉見町,女,9105
埼玉県,比企郡鳩山町,計,13289
埼玉県,比企郡鳩山町,男,6521
埼玉県,比企郡鳩山町,女,6768
埼玉県,比企郡ときがわ町,計,10759
埼玉県,比企郡ときがわ町,男,5470
埼玉県,比企郡ときがわ町,女,5289
埼玉県,秩父郡,計,37623
埼玉県,秩父郡,男,18692
埼玉県,秩父郡,女,18931
埼玉県,秩父郡横瀬町,計,7976
埼玉県,秩父郡横瀬町,男,3959
埼玉県,秩父郡横瀬町,女,4017
埼玉県,秩父郡皆野町,計,9371
埼玉県,秩父郡皆野町,男,4679
埼玉県,秩父郡皆野町,女,4692
埼玉県,秩父郡長瀞町,計,6748
埼玉県,秩父郡長瀞町,男,3300
埼玉県,秩父郡長瀞町,女,3448
埼玉県,秩父郡小鹿野町,計,10893
埼玉県,秩父郡小鹿野町,男,5412
埼玉県,秩父郡小鹿野町,女,5481
埼玉県,秩父郡東秩父村,計,2635
埼玉県,秩父郡東秩父村,男,1342
埼玉県,秩父郡東秩父村,女,1293
埼玉県,児玉郡,計,54869
埼玉県,児玉郡,男,27559
埼玉県,児玉郡,女,27310
埼玉県,児玉郡美里町,計,10994
埼玉県,児玉郡美里町,男,5553
埼玉県,児玉郡美里町,女,5441
埼玉県,児玉郡神川町,計,13173
埼玉県,児玉郡神川町,男,6725
埼玉県,児玉郡神川町,女,6448
埼玉県,児玉郡上里町,計,30702
埼玉県,児玉郡上里町,男,15281
埼玉県,児玉郡上里町,女,15421
埼玉県,大里郡,計,32587
埼玉県,大里郡,男,16232
埼玉県,大里郡,女,16355
埼玉県,大里郡寄居町,計,32587
埼玉県,大里郡寄居町,男,16232
埼玉県,大里郡寄居町,女,16355
埼玉県,南埼玉郡,計,33664
埼玉県,南埼玉郡,男,16915
埼玉県,南埼玉郡,女,16749
埼玉県,南埼玉郡宮代町,計,33664
埼玉県,南埼玉郡宮代町,男,16915
埼玉県,南埼玉郡宮代町,女,16749
埼玉県,北葛飾郡,計,72769
埼玉県,北葛飾郡,男,36588
埼玉県,北葛飾郡,女,36181
埼玉県,北葛飾郡杉戸町,計,44219
埼玉県,北葛飾郡杉戸町,男,22162
埼玉県,北葛飾郡杉戸町,女,22057
埼玉県,北葛飾郡松伏町,計,28550
埼玉県,北葛飾郡松伏町,男,14426
埼玉県,北葛飾郡松伏町,女,14124
千葉県,-,計,6310875
千葉県,-,男,3144185
千葉県,-,女,3166690
千葉県,千葉市,計,976328
千葉県,千葉市,男,485830
千葉県,千葉市,女,490498
千葉県,千葉市中央区,計,210715
千葉県,千葉市中央区,男,106544
千葉県,千葉市中央区,女,104171
千葉県,千葉市花見川区,計,176706
千葉県,千葉市花見川区,男,87910
千葉県,千葉市花見川区,女,88796
千葉県,千葉市稲毛区,計,157888
千葉県,千葉市稲毛区,男,78645
千葉県,千葉市稲毛区,女,79243
千葉県,千葉市若葉区,計,148468
千葉県,千葉市若葉区,男,74830
千葉県,千葉市若葉区,女,73638
千葉県,千葉市緑区,計,130272
千葉県,千葉市緑区,男,64086
千葉県,千葉市緑区,女,66186
千葉県,千葉市美浜区,計,152279
千葉県,千葉市美浜区,男,73815
千葉県,千葉市美浜区,女,78464
千葉県,銚子市,計,57589
千葉県,銚子市,男,27948
千葉県,銚子市,女,29641
千葉県,市川市,計,490843
千葉県,市川市,男,248074
千葉県,市川市,女,242769
千葉県,船橋市,計,645718
千葉県,船橋市,男,321637
千葉県,船橋市,女,324081
千葉県,館山市,計,45265
千葉県,館山市,男,21938
千葉県,館山市,女,23327
千葉県,木更津市,計,136047
千葉県,木更津市,男,68597
千葉県,木更津市,女,67450
千葉県,松戸市,計,496899
千葉県,松戸市,男,246865
千葉県,松戸市,女,250034
千葉県,野田市,計,153807
千葉県,野田市,男,77307
千葉県,野田市,女,76500
千葉県,茂原市,計,87814
千葉県,茂原市,男,43392
千葉県,茂原市,女,44422
千葉県,成田市,計,130318
千葉県,成田市,男,65127
千葉県,成田市,女,65191
千葉県,佐倉市,計,172232
千葉県,佐倉市,男,84785
千葉県,佐倉市,女,87447
千葉県,東金市,計,57248
千葉県,東金市,男,28735
千葉県,東金市,女,28513
千葉県,旭市,計,64009
千葉県,旭市,男,31647
千葉県,旭市,女,32362
千葉県,習志野市,計,175372
千葉県,習志野市,男,87251
千葉県,習志野市,女,88121
千葉県,柏市,計,431267
千葉県,柏市,男,213244
千葉県,柏市,女,218023
千葉県,勝浦市,計,16386
千葉県,勝浦市,男,8186
千葉県,勝浦市,女,8200
千葉県,市原市,計,271740
千葉県,市原市,男,139886
千葉県,市原市,女,131854
千葉県,流山市,計,204512
千葉県,流山市,男,100929
千葉県,流山市,女,103583
千葉県,八千代市,計,203354
千葉県,八千代市,男,100476
千葉県,八千代市,女,102878
千葉県,我孫子市,計,131402
千葉県,我孫子市,男,64413
千葉県,我孫子市,女,66989
千葉県,鴨川市,計,31842
千葉県,鴨川市,男,15243
千葉県,鴨川市,女,16599
千葉県,鎌ケ谷市,計,109871
千葉県,鎌ケ谷市,男,54155
千葉県,鎌ケ谷市,女,55716
千葉県,君津市,計,82103
千葉県,君津市,男,41837
千葉県,君津市,女,40266
千葉県,富津市,計,42665
千葉県,富津市,男,21719
千葉県,富津市,女,20946
千葉県,浦安市,計,168658
千葉県,浦安市,男,82107
千葉県,浦安市,女,86551
千葉県,四街道市,計,95851
千葉県,四街道市,男,47917
千葉県,四街道市,女,47934
千葉県,袖ケ浦市,計,65360
千葉県,袖ケ浦市,男,33100
千葉県,袖ケ浦市,女,32260
千葉県,八街市,計,67739
千葉県,八街市,男,34681
千葉県,八街市,女,33058
千葉県,印西市,計,107633
千葉県,印西市,男,53339
千葉県,印西市,女,54294
千葉県,白井市,計,62726
千葉県,白井市,男,31259
千葉県,白井市,女,31467
千葉県,富里市,計,49404
千葉県,富里市,男,25167
千葉県,富里市,女,24237
千葉県,南房総市,計,36268
千葉県,南房総市,男,17467
千葉県,南房総市,女,18801
千葉県,匝瑳市,計,34932
千葉県,匝瑳市,男,17386
千葉県,匝瑳市,女,17546
千葉県,香取市,計,73129
千葉県,香取市,男,36353
千葉県,香取市,女,36776
千葉県,山武市,計,49491
千葉県,山武市,男,24973
千葉県,山武市,女,24518
千葉県,いすみ市,計,36575
千葉県,いすみ市,男,18044
千葉県,いすみ市,女,18531
千葉県,大網白里市,計,48679
千葉県,大網白里市,男,24000
千葉県,大網白里市,女,24679
千葉県,印旛郡,計,40546
千葉県,印旛郡,男,20066
千葉県,印旛郡,女,20480
千葉県,印旛郡酒々井町,計,20460
千葉県,印旛郡酒々井町,男,10188
千葉県,印旛郡酒々井町,女,10272
千葉県,印旛郡栄町,計,20086
千葉県,印旛郡栄町,男,9878
千葉県,印旛郡栄町,女,10208
千葉県,香取郡,計,33216
千葉県,香取郡,男,16739
千葉県,香取郡,女,16477
千葉県,香取郡神崎町,計,5806
千葉県,香取郡神崎町,男,2952
千葉県,香取郡神崎町,女,2854
千葉県,香取郡多古町,計,14035
千葉県,香取郡多古町,男,7097
千葉県,香取郡多古町,女,6938
千葉県,香取郡東庄町,計,13375
千葉県,香取郡東庄町,男,6690
千葉県,香取郡東庄町,女,6685
千葉県,山武郡,計,44992
千葉県,山武郡,男,22378
千葉県,山武郡,女,22614
千葉県,山武郡九十九里町,計,14953
千葉県,山武郡九十九里町,男,7444
千葉県,山武郡九十九里町,女,7509
千葉県,山武郡芝山町,計,6998
千葉県,山武郡芝山町,男,3562
千葉県,山武郡芝山町,女,3436
千葉県,山武郡横芝光町,計,23041
千葉県,山武郡横芝光町,男,11372
千葉県,山武郡横芝光町,女,11669
千葉県,長生郡,計,58117
千葉県,長生郡,男,28886
千葉県,長生郡,女,29231
千葉県,長生郡一宮町,計,12344
千葉県,長生郡一宮町,男,6093
千葉県,長生郡一宮町,女,6251
千葉県,長生郡睦沢町,計,6870
千葉県,長生郡睦沢町,男,3352
千葉県,長生郡睦沢町,女,3518
千葉県,長生郡長生村,計,13874
千葉県,長生郡長生村,男,6859
千葉県,長生郡長生村,女,7015
千葉県,長生郡白子町,計,10847
千葉県,長生郡白子町,男,5467
千葉県,長生郡白子町,女,5380
千葉県,長生郡長柄町,計,6588
千葉県,長生郡長柄町,男,3343
千葉県,長生郡長柄町,女,3245
千葉県,長生郡長南町,計,7594
千葉県,長生郡長南町,男,3772
千葉県,長生郡長南町,女,3822
千葉県,夷隅郡,計,15745
千葉県,夷隅郡,男,7633
千葉県,夷隅郡,女,8112
千葉県,夷隅郡大多喜町,計,8544
千葉県,夷隅郡大多喜町,男,4191
千葉県,夷隅郡大多喜町,女,4353
千葉県,夷隅郡御宿町,計,7201
千葉県,夷隅郡御宿町,男,3442
千葉県,夷隅郡御宿町,女,3759
千葉県,安房郡,計,7183
千葉県,安房郡,男,3469
千葉県,安房郡,女,3714
千葉県,安房郡鋸南町,計,7183
千葉県,安房郡鋸南町,男,3469
千葉県,安房郡鋸南町,女,3714
東京都,-,計,13794933
東京都,-,男,6775557
東京都,-,女,7019376
東京都,千代田区,計,67049
東京都,千代田区,男,33485
東京都,千代田区,女,33564
東京都,中央区,計,171419
東京都,中央区,男,81477
東京都,中央区,女,89942
東京都,港区,計,257183
東京都,港区,男,120947
東京都,港区,女,136236
東京都,新宿区,計,341222
東京都,新宿区,男,170950
東京都,新宿区,女,170272
東京都,文京区,計,226332
東京都,文京区,男,107576
